回数,種別,科目名,番号,問題文,選択肢１,選択肢２,選択肢３,選択肢４,答
33,按マ指,東洋医学臨床論,114,腰椎分離すべり症の特徴で正しいのはどれか。,好発レベルは第２腰椎である。,多くは高齢者に発症する。,罹患腰椎の棘突起に叩打痛を呈する。,腰椎の前弯は減少する。,3
33,按マ指,東洋医学臨床論,115,次の症例に対する運動療法で最も適切なのはどれか。「５５歳の女性。主訴は右股関節の痛み。患側の股関節に可動域制限がある。さらにスカルパ三角部の圧痛が顕著である。」,水中歩行,縄跳び,ラジオ体操,階段昇降,1
33,按マ指,東洋医学臨床論,116,次の症例について最も考えられる疾患はどれか。「４５歳の女性。数か月前から時々前胸部に締め付けられるような強い痛みが出現するようになった。痛みは左肩から上肢へも広がるが、安静にしていれば数分で治まる。」,狭心症,心筋梗塞,急性心膜炎,大動脈解離,1
33,按マ指,東洋医学臨床論,117,対立装具が必要な末梢神経麻痺患者の罹患神経に対する局所治療穴として適切なのはどれか。,外関,曲池,小海,郄門,4
33,按マ指,東洋医学臨床論,118,脛骨神経麻痺の所見はどれか。,鉤足,膝蓋腱反射消失,足部の外がえし困難,下腿前面の感覚障害,1
33,按マ指,東洋医学臨床論,119,次の症例で考えられる頭痛はどれか。「２４歳の女性。パソコン作業中に肩こりが強くなり、チカチカと光る模様が見え始めた。その後、こめかみがズキズキと痛み出し悪心も自覚した。」,片頭痛,群発頭痛,緊張型頭痛,後頭神経痛,1
33,按マ指,東洋医学臨床論,120,三叉神経第３枝の神経痛に対する局所治療穴として適切なのはどれか。,攅竹,四白,聴宮,陽白,3
33,按マ指,東洋医学臨床論,121,基本的ＡＤＬの評価法はどれか。,バーセルインデックス,タイムドアップアンドゴーテスト,ファンクショナルリーチテスト,ＭＭＳＥ,1
33,按マ指,東洋医学臨床論,122,次の症例で、病態の確認を目的に行う徒手検査法として最も適切なのはどれか。「２３歳の男性。野球の投手。２か月前から投球動作時に肩関節外側に痛みを自覚する。現在、夜間痛もみられる。」,ペインフルアークサイン,トムゼンテスト,ジャクソンテスト,モーレイテスト,1
33,按マ指,東洋医学臨床論,123,ジャンパー膝で罹患筋への施術部位として最も適切なのはどれか。,上前腸骨棘下方から膝蓋骨上縁,大転子から膝関節外側,坐骨結節下縁から膝関節後内側,腓骨頭下縁から外果後側,1
33,按マ指,東洋医学臨床論,124,グラスピングテスト陽性患者で、罹患靱帯の緊張を緩めるのに効果的な筋はどれか。,大腰筋,大殿筋,大内転筋,大腿二頭筋,2
33,按マ指,東洋医学臨床論,125,鵞足炎の痛みに対する局所治療穴として最も適切なのはどれか。,地機,血海,曲泉,犢鼻,3
33,按マ指,東洋医学臨床論,126,シンスプリントの罹患部に対する局所治療穴として適切なのはどれか。,蠡溝,外丘,陽陵泉,三陰交,4
33,按マ指,東洋医学臨床論,127,疾患と施術対象となる筋の組合せで適切なのはどれか。,腱板炎　───　僧帽筋,上腕骨外側上顆炎　───　円回内筋,オスグッド病　───　前脛骨筋,アキレス腱炎　───　下腿三頭筋,4
33,按マ指,東洋医学臨床論,128,次の症例に対する日常生活指導で最も適切なのはどれか。「６０歳の男性。主訴は肥満。過食により最近体重が増加し、上半身型肥満と診断された。肥満以外の症状はない。現在、身長１７５ｃｍ、体重８５ｋｇである。」,食事回数を減らす。,食後なるべく早く就寝する。,食前に水を飲まない。,摂取エネルギーを制限する。,4
33,按マ指,東洋医学臨床論,129,四診とそれに伴う会話の内容の組合せで正しいのはどれか。,望診　───　「両手の脈に左右差はみられませんね。」,聞診　───　「いつもより声に力がないですね。」,問診　───　「下腹部の張りがやや弱いですね。」,切診　───　「顔色が少し悪いようですね。」,2
33,按マ指,東洋医学臨床論,130,次の症例に対して、募穴を用いて治療する場合の組合せで最も適切なのはどれか。「５２歳の男性。１年前から仕事の悩みが増え、徐々に食欲が低下し、倦怠感を自覚。最近では動悸や不眠が気になる。舌質は淡、脈は細弱を認める。」,京門　───　期門,京門　───　章門,巨闕　───　期門,巨闕　───　章門,4
33,按マ指,東洋医学臨床論,131,次の症例の治療方針として最も適切なのはどれか。「４０歳の男性。頰から顎にかけて痛みがある。日頃から偏食が著しく特に辛い物を好んで食べる。食欲は旺盛で食後すぐに空腹になる。舌質は紅、舌苔は厚膩、脈は数を認める。」,胃熱を除く。,風寒を除く。,腎陰を補う。,肝血を補う。,1
33,按マ指,東洋医学臨床論,132,次の症例で最も適切なのはどれか。「４８歳の女性。主訴は便秘。排便時に力を込めてもスムーズに排便されない。大便は出始めは硬いが後にゆるくなることが多い。倦怠感を伴う。脈は弱を認める。」,虚秘,気秘,熱秘,冷秘,1
33,按マ指,東洋医学臨床論,133,次の症例の経脈病証を循経取穴により治療する場合、適切な郄穴はどれか。「６２歳の女性。数日前に左の側頸部から上腕外側にかけて痛むようになり、頸部を右に側屈すると左の目尻から頰まで痛みが広がる。」,養老,会宗,孔最,温溜げきけつ,2
33,按マ指,東洋医学臨床論,134,次の症例で最も適切な痹証はどれか。「６４歳の女性。主訴は手関節の痛み。固定性の重だるい痛みで、湿度が高い日に症状が増悪する。」,行痹,痛痹,着痹,熱痹,3
33,按マ指,東洋医学臨床論,135,次の症例の随伴症状として最も適切なのはどれか。「５０歳の男性。イライラすることが続いたせいか陽萎となった。最近は少しのことでも怒りやすい。舌質は淡紅、脈は弦を認める。」,季肋部の膨満感,下肢の重だるさ,濃い黄色の尿,脱毛,1
33,按マ指,東洋医学臨床論,136,無色・無臭の鼻汁がみられる病証として最も適切なのはどれか。,陰虚証,気虚証,湿熱証,血熱証,2
33,按マ指,東洋医学臨床論,137,次の症例でみられる腹痛の性質で最も適切なのはどれか。「２７歳の男性。主訴は腹痛。普段から食が細く、痩せ型で胃下垂がみられる。大便は溏薄。顔色は萎黄、舌質は淡、脈は虚弱を認める。」,脹痛,絞痛,重痛,隠痛,4
33,按マ指,東洋医学臨床論,138,次の症例で、気の生理作用のうち最も低下しているのはどれか。「４５歳の男性。最近、暑くもないのに汗をよくかく。息切れ、倦怠感を伴う。舌質は淡、脈は弱を認める。」,気化作用,防御作用,温煦作用,固摂作用,4
33,按マ指,総合(専門科目),139,次の症例について、問いに答えよ。「４８歳の女性。３か月前から前ぶれなく顔と手足のほてりが出る。最近は倦怠感、耳鳴り、肩こりもあるが、健康診断では異常はなかった。舌苔は少なくやや乾燥、脈は細数を認める。」最も考えられる病態はどれか。,蓄積性疲労,更年期障害,本態性高血圧,甲状腺機能低下,2
33,按マ指,総合(専門科目),140,次の症例について、問いに答えよ。「４８歳の女性。３か月前から前ぶれなく顔と手足のほてりが出る。最近は倦怠感、耳鳴り、肩こりもあるが、健康診断では異常はなかった。舌苔は少なくやや乾燥、脈は細数を認める。」治療方針として最も適切なのはどれか。,陰液を養う。,湿を除く。,汗を出させる。,気を補う。,1
33,按マ指,総合(専門科目),141,次の症例について、問いに答えよ。「６５歳の女性。自宅で転倒。左大転子周囲に腫脹と内出血があり、背臥位で左下肢外旋位がみられた。立ち上がることができず、人工股関節置換術を受けた。」最も考えられる疾患はどれか。,関節リウマチ,股関節後方脱臼,大腿骨頸部骨折,変形性股関節症,3
33,按マ指,総合(専門科目),142,次の症例について、問いに答えよ。「６５歳の女性。自宅で転倒。左大転子周囲に腫脹と内出血があり、背臥位で左下肢外旋位がみられた。立ち上がることができず、人工股関節置換術を受けた。」術後リハビリテーションとして最も適切なのはどれか。,早期にリハビリテーションを開始する。,脱臼予防には股関節の伸展・外転位を避ける。,車椅子への移乗の際は患肢を支持脚にする。,患部へマイクロ波を照射する。,1
33,按マ指,総合(専門科目),143,次の症例について、問いに答えよ。「５０歳の男性。主訴は左肩関節の痛み。肘を曲げながら物を持ち上げる際、肩前面に強い痛みが出現する。自発痛や関節可動域制限はない。」徒手検査で陽性となる可能性が最も高いのはどれか。,ヤーガソンテスト,ダウバーンサイン,ドロップアームテスト,インピンジメントテスト,1
33,按マ指,総合(専門科目),144,次の症例について、問いに答えよ。「５０歳の男性。主訴は左肩関節の痛み。肘を曲げながら物を持ち上げる際、肩前面に強い痛みが出現する。自発痛や関節可動域制限はない。」最も顕著な圧痛部位はどれか。,腱板疎部,烏口突起部,大結節部,結節間溝部,4
33,按マ指,総合(専門科目),145,次の症例について、問いに答えよ。「７５歳の男性。３週間前から排便量が少なく、腹部膨満感がある。食欲低下、倦怠感、足の冷えがあり、病院で機能性便秘と言われた。舌苔は白膩、脈は沈遅、腹は小腹不仁を認める。」病態把握に最も必要な情報はどれか。,運動習慣,入浴状況,食事摂取量,水分摂取回数,3
33,按マ指,総合(専門科目),146,次の症例について、問いに答えよ。「７５歳の男性。３週間前から排便量が少なく、腹部膨満感がある。食欲低下、倦怠感、足の冷えがあり、病院で機能性便秘と言われた。舌苔は白膩、脈は沈遅、腹は小腹不仁を認める。」病証に対する治療方針として最も適切なのはどれか。,肝陰を補う。,腎陽を補う。,大腸の熱を除く。,肺の痰湿を除く。,2
33,按マ指,総合(専門科目),147,次の症例について、問いに答えよ。「６０歳の女性。１年前に乳癌で左乳房全切除および腋窩リンパ節郭清術を受けた。半年前から左上肢に浮腫が出現し、現在は安静臥床でも改善せず圧痕が残る。」発症しやすい合併症はどれか。,強皮症,静脈瘤,蜂巣炎,深部静脈血栓症,3
33,按マ指,総合(専門科目),148,次の症例について、問いに答えよ。「６０歳の女性。１年前に乳癌で左乳房全切除および腋窩リンパ節郭清術を受けた。半年前から左上肢に浮腫が出現し、現在は安静臥床でも改善せず圧痕が残る。」最も適切な治療法はどれか。,カイロプラクティック,スポンディロセラピー,結合織マッサージ,リンパドレナージ,4
33,按マ指,按摩・マッサージ・指圧理論,149,頭部に対し、各指の指腹で次々に叩打する曲手はどれか。,挫手,雷手,横手,柳手,4
33,按マ指,按摩・マッサージ・指圧理論,150,ＭＭＴが２から３に改善した場合、開始する運動法で最も適切なのはどれか。,他動運動,自動運動,抵抗運動,漸増抵抗運動,2
33,按マ指,按摩・マッサージ・指圧理論,151,結合織マッサージにのみ用いられる手技はどれか。,擦過軽擦,縦行揉捏,牽引振せん,らせん状強擦,1
33,按マ指,按摩・マッサージ・指圧理論,152,緩圧法について正しいのはどれか。,押圧に細かい振動を加える。,一点につき３～５秒ずつ押圧する。,強度を２段階、３段階に区切って押圧する。,一定限度まで押圧した後、急に離す。,3
33,按マ指,按摩・マッサージ・指圧理論,153,指圧法の成立に関与したのはどれか。,関節モビリゼーション,結合織マッサージ,オステオパシー,足の反射療法,3
33,按マ指,按摩・マッサージ・指圧理論,154,振せん法による刺激の伝導に主に関与するのはどれか。,Ⅰ群線維,Ⅱ群線維,Ⅲ群線維,Ⅳ群線維,2
33,按マ指,按摩・マッサージ・指圧理論,155,粗大触圧覚の伝導に最も関連が深いのはどれか。,脊髄前索,延髄後索核,内側毛帯,視床外側膝状体,1
33,按マ指,按摩・マッサージ・指圧理論,156,表皮に分布する触圧覚受容器はどれか。,パチニ小体,メルケル盤,毛包受容器,ルフィニ終末,2
33,按マ指,按摩・マッサージ・指圧理論,157,筋腱移行部の圧迫により筋緊張が軽減した。最も関与する反射はどれか。,拮抗抑制,自原抑制,伸張反射,屈曲反射,2
33,按マ指,按摩・マッサージ・指圧理論,158,撮診点に施術することで、内臓機能の調整を図る作用はどれか。,転調作用,誘導作用,矯正作用,反射作用,4
33,按マ指,按摩・マッサージ・指圧理論,159,強圧刺激後のストレス反応によって下垂体前葉から分泌されるのはどれか。,ＡＣＴＨ,アドレナリン,コルチゾール,バソプレシン,1
33,按マ指,按摩・マッサージ・指圧理論,160,キャノンの緊急反応でみられるのはどれか。,縮瞳,気管支収縮,血糖値上昇,消化管平滑筋収縮,3
34,按マ指,医療概論,1,医療計画における二次医療圏の圏域に相当するのはどれか。,市町村単位,広域市町村単位,都道府県単位,広域都道府県単位,2
34,按マ指,医療概論,2,どのような人にも対応するようにモノや環境を設計するのはどれか。,バリアフリー,ユニバーサルデザイン,ノーマライゼーション,ソーシャルインクルージョン,2
34,按マ指,医療概論,3,我が国における2022年度の診療種類別国民医療費で最も多いのはどれか。,療養費,薬局調剤医療費,医科診療医療費,訪問看護医療費,3
34,按マ指,医療概論,4,インフォームド・コンセントに関する医の倫理の国際的規範はどれか。,オタワ憲章,ジュネーブ宣言,ヘルシンキ宣言,アルマ・アタ宣言,3
34,按マ指,衛生学,5,医師が食中毒と診断した場合の届出先はどれか。,保健所長,市町村保健センター長,地方衛生研究所長,国立医薬品食品衛生研究所長,1
34,按マ指,衛生学,6,廃棄物行政を一元的に所管しているのはどれか。,厚生労働省,経済産業省,総務省,環境省,4
34,按マ指,衛生学,7,国内に常在しない感染症の海外からの侵入を防ぐのはどれか。,保健所,検疫所,地方衛生研究所,市町村保健センター,2
34,按マ指,衛生学,8,健康日本21（第三次）で、1日あたりの食塩摂取量の目標値はどれか。,5g,7g,9g,11g,2
34,按マ指,衛生学,9,産業衛生管理のうち作業管理はどれか。,作業場の換気,防塵マスクの使用,作業環境測定の実施,雇入れ時健康診断の実施,2
34,按マ指,衛生学,10,我が国の男性におけるがんの寄与危険割合が最も大きいのはどれか。,感染,飲酒,喫煙,受動喫煙,3
34,按マ指,関係法規,11,あはき法で、免許の欠格事由に《該当しない》のはどれか。,麻薬、大麻又はあへんの中毒者,罰金以上の刑に処せられた者,交通違反で反則金を支払った者,免許を受けずにあはきの業を行った者,3
34,按マ指,関係法規,12,あはき法で、施術所の備えるべき《要件でない》のはどれか。,常に清潔に保つこと,温度及び湿度を快適に保つこと,採光、照明及び換気を充分にすること,施術に用いる器具、手指等の消毒設備を有すること,2
34,按マ指,関係法規,13,あはき法で、衛生上害を生ずるおそれがあると認めるとき、施術者に対し、その業務に関して必要な指示をすることができるのはどれか。,保健所長,医師の団体,都道府県知事,厚生労働大臣,3
34,按マ指,関係法規,14,あはき法で、あん摩業、マッサージ業、指圧業の施術所に関して、《広告をしてはならない》のはどれか。,業務の種類,施術者の氏名,施術者の経歴,駐車設備に関する事項,3
34,按マ指,解剖学,15,皮下組織にあるのはどれか。,毛包受容器,パチニ小体,メルケル盤,マイスネル小体,2
34,按マ指,解剖学,16,前腕の筋とその停止部位の組合せで正しいのはどれか。,深指屈筋 ——— 第2～第5指末節骨底,円回内筋 ——— 尺骨粗面,長掌筋 ——— 中手骨底,腕橈骨筋 ——— 橈骨粗面,1
34,按マ指,解剖学,17,心臓の弁で最も前方にあるのはどれか。,右房室弁,左房室弁,肺動脈弁,大動脈弁,3
34,按マ指,解剖学,18,肺について正しいのはどれか。,肋間動脈に栄養される。,左肺は右肺より大きい。,肺尖は鎖骨と同じ高さにある。,肺底は横隔膜に接する。,4
34,按マ指,解剖学,19,胆路について正しいのはどれか。,胆囊は胆汁を生成する。,胆囊管と肝管が合流して総胆管となる。,総胆管と主膵管は別々に十二指腸に開口する。,大十二指腸乳頭は十二指腸空腸曲にある。,2
34,按マ指,解剖学,20,副腎について正しいのはどれか。,腹膜内臓器である。,副腎髄質は外胚葉に由来する。,副腎皮質の表層は網状帯である。,副腎皮質でアドレナリンが分泌される。,2
34,按マ指,解剖学,21,脳を栄養する動脈で、《対をなさない》のはどれか。,前交通動脈,後交通動脈,前大脳動脈,後大脳動脈,1
34,按マ指,解剖学,22,視覚器について正しいのはどれか。,眼房水は角膜上皮から分泌される。,網膜の杆体細胞は色識別に働く。,網膜の視神経乳頭の中心は黄斑である。,6種の外眼筋によって眼球運動が行われる。,4
34,按マ指,生理学,23,体温について正しいのはどれか。,腋窩温は直腸温より高い。,体温調節中枢は大脳基底核に存在する。,食後は体温が上昇する。,カテコールアミンは体温を低下させる。,3
34,按マ指,生理学,24,成長ホルモンについて正しいのはどれか。,軟骨形成を促進する。,血糖値を低下させる。,睡眠時に分泌が低下する。,タンパク質合成を抑制する。,1
34,按マ指,生理学,25,射乳反射を起こすホルモンはどれか。,エストロゲン,プロラクチン,サイロキシン,オキシトシン,4
34,按マ指,生理学,26,神経線維の興奮伝導について正しいのはどれか。,活動電位は隣接する他の神経線維に伝導する。,活動電位の大きさは伝導の途中で減衰する。,伝導速度は神経線維が太いほど遅い。,有髄線維では跳躍伝導が起こる。,4
34,按マ指,生理学,27,対光反射の中枢が存在する部位はどれか。,橋,延髄,中脳,視床下部,3
34,按マ指,生理学,28,筋の性質について正しいのはどれか。,骨格筋は不随意筋である。,心筋は単収縮する。,平滑筋には横紋構造がみられる。,単収縮は強縮より大きな張力を発生する。,2
34,按マ指,生理学,29,筋紡錘の伸展を伝える神経線維が属するのはどれか。,Ⅰa群線維,Ⅰb群線維,Ⅲ群線維,Ⅳ群線維,1
34,按マ指,生理学,30,肥満細胞について正しいのはどれか。,白血球の約70％を占める。,ヒスタミンを放出する。,T細胞に抗原を提示する。,細菌を貪食する。,2
34,按マ指,病理学,31,死後に行われる病理学業務として最も適切なのはどれか。,細胞診断,迅速診断,組織診断,剖検診断,4
34,按マ指,病理学,32,褐色萎縮の際に細胞内に蓄積する色素はどれか。,メラニン,リポフスチン,ヘモジデリン,ビリルビン,2
34,按マ指,病理学,33,左心不全で、最も初期にうっ血が生じる臓器はどれか。,肺,肝臓,脾臓,腎臓,1
34,按マ指,病理学,34,化膿性炎はどれか。,結核,劇症肝炎,急性虫垂炎,大葉性肺炎,3
34,按マ指,病理学,35,形質細胞に分化するのはどれか。,B細胞,T細胞,マクロファージ,NK細胞,1
34,按マ指,病理学,36,腺癌が最も発生しやすい臓器はどれか。,肺,喉頭,食道,膀胱,1
34,按マ指,臨床医学総論,37,医療面接において最も大切なのはどれか。,患者との信頼関係の構築,特定の疾患の推定,治療方針の決定,予後の推定,1
34,按マ指,臨床医学総論,38,難聴について最も適切なのはどれか。,伝音難聴では骨導聴力は正常である。,ツチ骨が障害されると感音難聴になる。,ムンプス難聴は伝音難聴である。,騒音は伝音難聴を惹起する。,1
34,按マ指,臨床医学総論,39,左下腹部痛をきたす疾患として最も適切なのはどれか。,化膿性胆管炎,潰瘍性大腸炎,急性虫垂炎,急性胃潰瘍,2
34,按マ指,臨床医学総論,40,空腹時の腹痛を特徴とする疾患はどれか。,虫垂炎,胆石症,急性膵炎,十二指腸潰瘍,4
34,按マ指,臨床医学総論,41,扁平状に隆起し、数時間以内に消失するのはどれか。,膿疱,水疱,膨疹,紫斑,3
34,按マ指,臨床医学総論,42,上肢の病的反射はどれか。,オッペンハイム反射,チャドック反射,トレムナー反射,バビンスキー反射,3
34,按マ指,臨床医学総論,43,胸痛を《きたさない》のはどれか。,胸膜中皮腫,胸膜炎,自然気胸,COPD,4
34,按マ指,臨床医学総論,44,尿検査について最も適切なのはどれか。,正常尿のpHは9.0前後である。,尿ビリルビンは腎障害によって陽性になる。,尿糖は血糖値が100mg/dLを超えると陽性になる。,激しい運動は蛋白尿の誘因となる。,4
34,按マ指,臨床医学総論,45,心電図検査で《診断がつかない》のはどれか。,心筋梗塞,心室肥大,心房細動,心臓弁膜症,4
34,按マ指,臨床医学総論,46,障害によって深部反射が亢進するのはどれか。,錐体路,感覚神経線維,交感神経線維,脊髄運動ニューロン,1
34,按マ指,臨床医学各論,47,麻疹について正しいのはどれか。,抗原迅速検査が可能である。,空気感染しない。,特異的な抗ウイルス薬がある。,免疫がない場合、感染するとほぼ100％発症する。,4
34,按マ指,臨床医学各論,48,乳癌について正しいのはどれか。,肥満女性に多い。,経産婦に多い。,患者数は減少傾向である。,好発年齢は60～70歳である。,1
34,按マ指,臨床医学各論,49,中心部の視野欠損が早期から出現する疾患はどれか。,飛蚊症,緑内障,白内障,加齢黄斑変性症,4
34,按マ指,臨床医学各論,50,伝音難聴をきたすのはどれか。,薬剤性難聴,メニエール病,慢性中耳炎,突発性難聴,3
34,按マ指,臨床医学各論,51,アトピー型気管支喘息で正しいのはどれか。,小児の発症は少ない。,気道感染が原因である。,血液中の好酸球が増加する。,症状は夜間より日中に強い。,3
34,按マ指,臨床医学各論,52,関節リウマチについて正しいのはどれか。,男性に多い。,大関節は罹患しない。,肺病変は起こらない。,生物学的製剤による薬物療法が有効である。,4
34,按マ指,臨床医学各論,53,肝炎ウイルスで経口感染するのはどれか。,Ａ型,Ｂ型,Ｃ型,Ｄ型,1
34,按マ指,臨床医学各論,54,胃粘膜の攻撃因子はどれか。,ペプシン,重炭酸イオン,ムチン,プロスタグランジン,1
34,按マ指,臨床医学各論,55,統合失調症について正しいのはどれか。,生涯発症率は0.1％以下である。,幻覚はない。,薬物療法で完治する。,心理社会的治療が有効である。,4
34,按マ指,臨床医学各論,56,小児夜尿症への対応について最も適切なのはどれか。,冷え対策を行う。,尿意を感じたらすぐに排尿するトレーニングを行う。,就寝前に十分な水分を補給する。,抗うつ薬を投与する。,1
34,按マ指,臨床医学各論,57,動脈硬化症について最も適切なのはどれか。,脳梗塞の原因となる。,血管の弾性は亢進する。,HDLコレステロールはアテローム形成を促進する。,アテローム形成の評価は腹部大動脈で行う。,1
34,按マ指,臨床医学各論,58,肘部管症候群でみられるのはどれか。,横手根靱帯の肥厚,小指のしびれ,ファレンテスト陽性,母指球筋の萎縮,2
34,按マ指,臨床医学各論,59,急性心筋梗塞について最も適切なのはどれか。,痛みを伴わない症例がある。,心筋壊死を伴わない症例がある。,冠状動脈血流の遮断を伴わない症例がある。,心電図異常を伴わない症例がある。,1
34,按マ指,臨床医学各論,60,AEDの適応となるのはどれか。,発作性上室頻拍,房室ブロック,発作性心房細動,心室細動,4
34,按マ指,臨床医学各論,61,パーキンソン病で病変が起こる部位はどれか。,中脳黒質,海馬,視床下部,橋,1
34,按マ指,臨床医学各論,62,ビタミンB6欠乏でみられるのはどれか。,眼球乾燥,出血傾向,口角炎,大球性正色素性貧血,3
34,按マ指,リハビリテーション医学,63,2022年の国民生活基礎調査で要介護5の原因として最も多いのはどれか。,認知症,脳血管疾患,骨折・転倒,高齢による衰弱,2
34,按マ指,リハビリテーション医学,64,回復期リハビリテーションで、作業療法として行われるのはどれか。,ADL訓練,間接嚥下訓練,荷重歩行訓練,腹式呼吸訓練,1
34,按マ指,リハビリテーション医学,65,脊髄損傷患者に生じる自律神経過反射について正しいのはどれか。,起立性低血圧を生じる。,けいれん発作を合併する。,頻脈を生じる。,膀胱の過膨張が誘因となる。,4
34,按マ指,リハビリテーション医学,66,心臓リハビリテーションにおける運動療法の禁忌はどれか。,末梢動脈閉塞性疾患,持続性心室頻拍,冠動脈形成術後,ペースメーカー留置術後,2
34,按マ指,リハビリテーション医学,67,拘束性換気障害をきたす疾患として最も適切なのはどれか。,気管支喘息,気管支肺炎,COPD,間質性肺炎,4
34,按マ指,リハビリテーション医学,68,ADLの項目として正しいのはどれか。,洗濯,調理,排泄,金銭管理,3
34,按マ指,リハビリテーション医学,69,アテトーゼ型脳性麻痺について正しいのはどれか。,変形性肩関節症を合併する。,精神発達遅滞を合併する。,不随意運動を呈する。,脳性麻痺の病型で最も多い。,3
34,按マ指,リハビリテーション医学,70,JCSで痛み刺激に反応しない意識レベルはどれか。,1,10,30,300,4
34,按マ指,リハビリテーション医学,71,介護保険によるリハビリテーションサービスを利用する場合、支援計画を作成する職種で最も適切なのはどれか。,医師,理学療法士,医療ソーシャルワーカー,ケアマネジャー,4
34,按マ指,リハビリテーション医学,72,パーキンソン病におけるホーン・ヤールの重症度分類において、「両側性障害を示すが、姿勢反射障害を呈さない状態」はどれか。,ステージⅠ,ステージⅡ,ステージⅢ,ステージⅣ,2
34,按マ指,リハビリテーション医学,73,変形性膝関節症の危険因子として誤っているのはどれか。,高齢,肥満,男性,膝外傷の既往,3
34,按マ指,リハビリテーション医学,74,肩関節周囲炎に対して行うリハビリテーション治療はどれか。,コッドマン体操,バージャー体操,ウィリアムズ体操,マッケンジー体操,1
34,按マ指,総合(基礎科目),75,次の症例について、問いに答えよ。「45歳の男性。6日前に感冒様症状を認めた後、両下肢のしびれと筋力低下が出現。数日で歩行困難となり、上肢にも麻痺が進行した。深部腱反射は消失。髄液検査では蛋白細胞解離を認めた。」後遺症としてよくみられるのはどれか。,半側空間無視,慢性的な疲労感,遂行機能障害,運動性失語症,2
34,按マ指,総合(基礎科目),76,次の症例について、問いに答えよ。「45歳の男性。6日前に感冒様症状を認めた後、両下肢のしびれと筋力低下が出現。数日で歩行困難となり、上肢にも麻痺が進行した。深部腱反射は消失。髄液検査では蛋白細胞解離を認めた。」急性期のリハビリテーションについて正しいのはどれか。,関節可動域訓練は禁忌である。,呼吸機能が低下した場合、呼吸理学療法は禁忌である。,段階的に運動負荷を調整し、疲労の蓄積を避ける。,上肢の訓練を優先する。,3
34,按マ指,総合(基礎科目),77,次の症例について、問いに答えよ。「6歳の男児。鉄棒から転落し地面に左手をついて受傷。左肘関節部の疼痛と変形を認め動かすことができず、同部の腫脹も著明であった。」最も考えられる骨折はどれか。,上腕骨顆上骨折,上腕骨内上顆骨折,橈骨頭骨折,肘頭骨折,1
34,按マ指,総合(基礎科目),78,次の症例について、問いに答えよ。「6歳の男児。鉄棒から転落し地面に左手をついて受傷。左肘関節部の疼痛と変形を認め動かすことができず、同部の腫脹も著明であった。」本症例の骨折について正しいのはどれか。,肘関節屈曲位で手をついたときに起こりやすい。,重大な合併症に阻血性拘縮がある。,変形が遺残した場合には外反肘になりやすい。,遅発性橈骨神経麻痺を起こしやすい。,2
34,按マ指,総合(基礎科目),79,次の症例について、問いに答えよ。「52歳の男性。最近、口渇と多飲多尿を自覚するようになった。甘い物が好きでつい食べ過ぎてしまう。」最初に行うべき検査はどれか。,尿アルブミン検査,甲状腺機能検査,空腹時血糖検査,経口ブドウ糖負荷試験,3
34,按マ指,総合(基礎科目),80,次の症例について、問いに答えよ。「52歳の男性。最近、口渇と多飲多尿を自覚するようになった。甘い物が好きでつい食べ過ぎてしまう。」食生活の指導として最も適切なのはどれか。,塩分を制限する。,朝食を抜く。,間食を減らす。,タンパク質を制限する。,3
34,按マ指,東洋医学概論,81,陰陽の属性が同じ組合せはどれか。,熱 ——— 血,裏 ——— 重,下 ——— 明,昼 ——— 地,2
34,按マ指,東洋医学概論,82,「治未病」の概念に相当するのはどれか。,人と天地は相応している。,病気をみるのではなく、病人をみる。,身体的異常は精神活動にも影響する。,ある症状が現れた場合、病に進展しないようにする。,4
34,按マ指,東洋医学概論,83,五行色体で相剋関係にある組合せはどれか。,涙 ——— 苦,唇 ——— 商,鼻 ——— 腐,憂 ——— 青,4
34,按マ指,東洋医学概論,84,気の作用で成長を促すのはどれか。,推動,固摂,温煦,防御,1
34,按マ指,東洋医学概論,85,血の生理作用はどれか。,臓腑を温める。,精神活動を支える。,腠理の開閉を行う。,関節運動を円滑にする。,2
34,按マ指,東洋医学概論,86,粛降を主る臓に剋される臓の生理作用はどれか。,運化,疏泄,統血,納気,2
34,按マ指,東洋医学概論,87,大腸について正しいのはどれか。,糟粕を変化させる。,飲食物を納める。,水穀を分別する。,精汁を貯蔵する。,1
34,按マ指,東洋医学概論,88,第9胸椎に付着する臓と表裏関係にある腑の生理作用はどれか。,筋を主る。,決断を主る。,昇清を主る。,清濁の分別を主る。,2
34,按マ指,東洋医学概論,89,病邪と症状の組合せで正しいのはどれか。,燥邪 ——— 高熱,寒邪 ——— めまい,風邪 ——— 便秘,湿邪 ——— 関節の腫れ,4
34,按マ指,東洋医学概論,90,七情で「咳嗽、鼻汁、皮膚の異常」がみられる病証の原因となりやすいのはどれか。,喜,悲,思,恐,2
34,按マ指,東洋医学概論,91,経脈病証で「嘔吐、歯の痛み、精神不安定、口角のゆがみ、腹鳴」に対する治療穴はどれか。,衝陽,太渓,神門,陽池,1
34,按マ指,東洋医学概論,92,腹診で小腹不仁がある患者にみられる皮膚の色はどれか。,青味,赤味,白味,黒味,4
34,按マ指,東洋医学概論,93,経脈における実の反応で最も適切なのはどれか。,不仁,冷感,緊張,陥下,3
34,按マ指,東洋医学概論,94,あん摩の基本手技で按撫法と言われているのはどれか。,軽擦法,揉捏法,圧迫法,運動法,1
